latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.01933,29.015692,36.0,10800,Europe/Istanbul,GMT+3
time,precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),weather_code (wmo code),temperature_2m_mean (°C),wind_speed_10m_max (km/h)
2022-11-26,0.10,0.10,0.00,1.0,51,8.8,21.0
2022-11-27,0.00,0.00,0.00,0.0,3,8.3,19.0
2022-11-28,0.00,0.00,0.00,0.0,3,9.9,25.5
2022-11-29,0.00,0.00,0.00,0.0,3,11.4,14.2
2022-11-30,0.10,0.10,0.00,1.0,51,12.8,26.0
2022-12-01,0.80,0.80,0.00,6.0,51,13.0,24.2
2022-12-02,6.90,6.90,0.00,11.0,63,10.7,18.9
2022-12-03,0.00,0.00,0.00,0.0,3,10.7,20.7
2022-12-04,0.00,0.00,0.00,0.0,3,10.3,23.4
2022-12-05,0.20,0.20,0.00,1.0,51,10.4,17.9
2022-12-06,0.10,0.10,0.00,1.0,51,10.4,16.1
2022-12-07,0.10,0.10,0.00,1.0,51,8.9,15.0
2022-12-08,0.00,0.00,0.00,0.0,3,10.2,12.5
2022-12-09,0.30,0.30,0.00,1.0,51,13.2,19.9
2022-12-10,1.50,1.50,0.00,5.0,51,14.6,27.7
2022-12-11,0.10,0.10,0.00,1.0,51,16.0,43.6
2022-12-12,3.70,3.70,0.00,5.0,63,14.2,31.8
2022-12-13,14.50,14.50,0.00,11.0,63,8.5,29.2
2022-12-14,0.00,0.00,0.00,0.0,3,8.0,22.8
2022-12-15,12.20,12.20,0.00,8.0,63,11.8,26.0
2022-12-16,1.50,1.50,0.00,3.0,53,14.1,18.4
2022-12-17,0.00,0.00,0.00,0.0,3,14.5,16.5
2022-12-18,0.90,0.90,0.00,4.0,51,11.7,27.9
2022-12-19,2.30,2.30,0.00,11.0,51,7.1,35.4
2022-12-20,0.00,0.00,0.00,0.0,3,6.9,32.4
2022-12-21,0.00,0.00,0.00,0.0,3,6.5,15.3
2022-12-22,0.00,0.00,0.00,0.0,0,6.9,14.0
2022-12-23,0.00,0.00,0.00,0.0,3,6.9,13.0
2022-12-24,0.00,0.00,0.00,0.0,3,7.5,17.1
2022-12-25,2.30,2.30,0.00,7.0,53,9.6,13.4
2022-12-26,0.00,0.00,0.00,0.0,3,6.8,11.2
2022-12-27,0.00,0.00,0.00,0.0,3,9.0,20.0
2022-12-28,0.80,0.80,0.00,2.0,53,8.8,20.2
2022-12-29,0.00,0.00,0.00,0.0,3,8.7,15.5
2022-12-30,0.00,0.00,0.00,0.0,3,8.2,13.8
2022-12-31,0.00,0.00,0.00,0.0,3,8.2,12.0
2023-01-01,0.00,0.00,0.00,0.0,0,7.7,11.2
2023-01-02,0.00,0.00,0.00,0.0,0,6.5,12.2
2023-01-03,0.00,0.00,0.00,0.0,3,6.7,17.6
2023-01-04,0.10,0.10,0.00,1.0,51,8.5,15.9
2023-01-05,0.00,0.00,0.00,0.0,3,9.4,13.5
2023-01-06,4.00,4.00,0.00,8.0,61,9.6,19.5
2023-01-07,0.00,0.00,0.00,0.0,3,7.3,7.8
2023-01-08,0.00,0.00,0.00,0.0,3,6.2,12.4
2023-01-09,0.00,0.00,0.00,0.0,3,6.5,20.4
2023-01-10,0.70,0.70,0.00,1.0,53,9.2,26.5
2023-01-11,1.00,1.00,0.00,8.0,51,10.4,24.5
2023-01-12,0.70,0.70,0.00,4.0,51,8.9,19.2
2023-01-13,2.60,2.60,0.00,4.0,55,9.4,20.8
2023-01-14,0.00,0.00,0.00,0.0,3,8.9,18.8
2023-01-15,0.00,0.00,0.00,0.0,3,8.5,21.0
2023-01-16,0.00,0.00,0.00,0.0,3,6.9,13.8
2023-01-17,0.00,0.00,0.00,0.0,3,12.7,36.2
2023-01-18,0.00,0.00,0.00,0.0,3,15.0,39.4
2023-01-19,0.00,0.00,0.00,0.0,3,13.9,30.5
2023-01-20,2.30,2.30,0.00,2.0,55,11.8,31.5
2023-01-21,0.00,0.00,0.00,0.0,3,11.6,27.7
2023-01-22,0.00,0.00,0.00,0.0,3,10.9,11.9
2023-01-23,0.00,0.00,0.00,0.0,3,8.8,22.2
2023-01-24,0.00,0.00,0.00,0.0,3,7.8,20.5
2023-01-25,0.20,0.20,0.00,2.0,51,6.2,25.8
2023-01-26,0.00,0.00,0.00,0.0,3,7.9,23.0
2023-01-27,9.90,9.90,0.00,11.0,63,10.0,27.2
2023-01-28,2.30,2.30,0.00,6.0,53,6.7,20.9
2023-01-29,0.10,0.10,0.00,1.0,51,4.0,23.3
2023-01-30,0.00,0.00,0.00,0.0,3,3.7,17.9
2023-01-31,0.00,0.00,0.00,0.0,3,2.5,17.9
2023-02-01,2.30,1.50,0.56,9.0,73,4.0,18.5
2023-02-02,0.10,0.10,0.00,1.0,51,7.0,28.7
2023-02-03,1.70,1.70,0.00,5.0,53,4.7,30.8
2023-02-04,3.40,3.40,0.00,9.0,53,4.4,30.8
2023-02-05,12.30,10.00,1.61,16.0,73,2.9,47.8
2023-02-06,19.80,7.90,8.33,24.0,75,2.9,49.0
2023-02-07,3.90,0.70,2.24,20.0,73,1.6,39.2
2023-02-08,2.60,1.00,1.12,15.0,73,1.4,34.7
2023-02-09,2.30,2.30,0.00,11.0,51,3.1,28.7
2023-02-10,0.50,0.50,0.00,4.0,51,3.1,22.2
2023-02-11,0.00,0.00,0.00,0.0,3,2.9,19.9
2023-02-12,0.00,0.00,0.00,0.0,3,1.8,14.4
2023-02-13,0.20,0.20,0.00,2.0,51,4.6,17.9
2023-02-14,0.00,0.00,0.00,0.0,3,3.3,13.0
2023-02-15,1.10,1.10,0.00,7.0,51,4.1,25.6
2023-02-16,0.00,0.00,0.00,0.0,3,3.6,21.1
2023-02-17,0.00,0.00,0.00,0.0,3,6.7,24.8
2023-02-18,0.00,0.00,0.00,0.0,3,9.6,28.9
2023-02-19,0.00,0.00,0.00,0.0,3,11.2,28.1
2023-02-20,3.00,3.00,0.00,7.0,55,9.0,24.3
2023-02-21,0.00,0.00,0.00,0.0,3,9.1,22.2
2023-02-22,0.00,0.00,0.00,0.0,3,10.3,15.3
2023-02-23,0.00,0.00,0.00,0.0,3,8.6,28.0
2023-02-24,0.00,0.00,0.00,0.0,3,7.9,24.1
2023-02-25,0.00,0.00,0.00,0.0,3,11.3,28.6
2023-02-26,0.00,0.00,0.00,0.0,3,13.6,25.5
2023-02-27,0.10,0.10,0.00,1.0,51,14.6,21.4
2023-02-28,1.80,1.80,0.00,8.0,51,9.9,24.0
2023-03-01,2.50,2.50,0.00,6.0,53,8.2,29.3
2023-03-02,0.00,0.00,0.00,0.0,3,7.5,23.7
2023-03-03,0.30,0.30,0.00,3.0,51,7.8,19.9
2023-03-04,0.50,0.50,0.00,2.0,51,8.5,11.9
2023-03-05,12.30,12.30,0.00,19.0,61,9.2,13.8
2023-03-06,0.90,0.90,0.00,4.0,51,8.4,10.2
2023-03-07,0.20,0.20,0.00,2.0,51,10.5,23.3
2023-03-08,1.30,1.30,0.00,7.0,53,11.9,23.3
2023-03-09,1.60,1.60,0.00,3.0,55,12.8,26.7
2023-03-10,0.00,0.00,0.00,0.0,3,14.0,26.8
2023-03-11,22.60,22.60,0.00,7.0,65,13.9,33.4
2023-03-12,2.50,2.50,0.00,7.0,53,9.2,27.0
2023-03-13,0.30,0.30,0.00,3.0,51,7.4,33.2
2023-03-14,0.00,0.00,0.00,0.0,3,7.3,23.5
2023-03-15,0.00,0.00,0.00,0.0,3,8.7,10.4
2023-03-16,5.60,5.60,0.00,13.0,61,10.1,19.7
2023-03-17,20.00,20.00,0.00,24.0,61,7.6,29.6
2023-03-18,8.80,8.80,0.00,24.0,61,7.2,25.1
2023-03-19,3.40,3.40,0.00,13.0,53,8.5,28.0
2023-03-20,0.00,0.00,0.00,0.0,3,9.3,13.8
2023-03-21,0.00,0.00,0.00,0.0,3,9.8,22.7
2023-03-22,8.50,8.50,0.00,15.0,55,8.7,20.9
2023-03-23,1.00,1.00,0.00,4.0,51,9.2,17.4
2023-03-24,0.00,0.00,0.00,0.0,3,9.1,14.6
2023-03-25,0.00,0.00,0.00,0.0,3,8.8,12.2
2023-03-26,7.50,7.50,0.00,6.0,63,10.3,13.6
2023-03-27,0.10,0.10,0.00,1.0,51,13.8,36.2
2023-03-28,20.70,20.70,0.00,17.0,63,9.6,40.6
2023-03-29,14.40,13.80,0.42,21.0,73,4.7,29.6
2023-03-30,1.80,0.30,1.05,2.0,75,4.4,20.0
2023-03-31,0.30,0.30,0.00,1.0,51,8.3,23.1
2023-04-01,1.30,1.30,0.00,1.0,61,13.9,34.9
2023-04-02,10.10,10.10,0.00,13.0,63,13.5,32.9
2023-04-03,3.70,3.70,0.00,10.0,53,13.5,30.1
2023-04-04,5.20,5.20,0.00,7.0,63,13.4,23.5
2023-04-05,1.70,1.70,0.00,9.0,51,8.5,22.0
2023-04-06,5.60,5.60,0.00,7.0,61,9.6,13.4
2023-04-07,2.90,2.90,0.00,12.0,53,8.9,18.9
2023-04-08,0.10,0.10,0.00,1.0,51,9.8,23.0
2023-04-09,0.00,0.00,0.00,0.0,3,10.2,27.4
2023-04-10,4.70,4.70,0.00,19.0,53,9.7,29.1
2023-04-11,5.60,5.60,0.00,21.0,53,9.5,26.3
2023-04-12,17.80,17.80,0.00,19.0,63,10.0,30.8
2023-04-13,0.00,0.00,0.00,0.0,2,11.6,16.3
2023-04-14,0.00,0.00,0.00,0.0,3,15.1,19.3
2023-04-15,0.00,0.00,0.00,0.0,3,16.3,12.6
2023-04-16,0.30,0.30,0.00,2.0,51,15.4,8.8
2023-04-17,0.60,0.60,0.00,2.0,53,14.3,15.3
2023-04-18,0.70,0.70,0.00,3.0,51,12.9,19.7
2023-04-19,3.10,3.10,0.00,7.0,61,12.1,16.0
2023-04-20,0.30,0.30,0.00,2.0,51,11.9,18.8
2023-04-21,0.80,0.80,0.00,2.0,53,12.4,18.5
2023-04-22,0.00,0.00,0.00,0.0,3,13.4,20.7
2023-04-23,0.00,0.00,0.00,0.0,3,11.7,19.9
2023-04-24,0.00,0.00,0.00,0.0,3,12.0,11.7
2023-04-25,0.10,0.10,0.00,1.0,51,14.8,23.7
2023-04-26,17.70,17.70,0.00,15.0,63,14.1,16.9
2023-04-27,18.90,18.90,0.00,19.0,61,10.9,29.6
2023-04-28,0.00,0.00,0.00,0.0,3,10.6,22.6
2023-04-29,0.10,0.10,0.00,1.0,51,10.7,15.9
2023-04-30,0.00,0.00,0.00,0.0,2,12.3,17.1
2023-05-01,0.00,0.00,0.00,0.0,1,13.9,16.1
2023-05-02,0.00,0.00,0.00,0.0,3,14.8,28.7
2023-05-03,0.00,0.00,0.00,0.0,3,15.5,23.5
2023-05-04,6.40,6.40,0.00,4.0,63,14.8,22.0
2023-05-05,1.90,1.90,0.00,4.0,55,12.8,28.1
2023-05-06,19.50,19.50,0.00,8.0,65,12.9,24.9
2023-05-07,0.00,0.00,0.00,0.0,3,14.0,24.2
2023-05-08,0.00,0.00,0.00,0.0,3,13.7,22.3
2023-05-09,0.50,0.50,0.00,3.0,51,12.7,25.3
2023-05-10,0.70,0.70,0.00,4.0,51,12.1,26.3
2023-05-11,0.00,0.00,0.00,0.0,3,12.2,31.8
2023-05-12,0.40,0.40,0.00,4.0,51,12.4,27.5
2023-05-13,0.00,0.00,0.00,0.0,3,13.3,16.4
2023-05-14,0.20,0.20,0.00,2.0,51,14.0,18.9
2023-05-15,0.00,0.00,0.00,0.0,3,17.4,18.1
2023-05-16,0.00,0.00,0.00,0.0,3,19.0,24.7
2023-05-17,7.50,7.50,0.00,5.0,63,15.7,26.2
2023-05-18,7.60,7.60,0.00,17.0,55,14.4,19.8
2023-05-19,1.30,1.30,0.00,8.0,51,14.9,22.3
2023-05-20,1.90,1.90,0.00,5.0,53,15.1,22.6
2023-05-21,0.10,0.10,0.00,1.0,51,16.0,21.1
2023-05-22,0.00,0.00,0.00,0.0,3,16.3,29.5
2023-05-23,2.10,2.10,0.00,9.0,51,16.1,18.6
2023-05-24,1.40,1.40,0.00,9.0,51,16.2,15.5
2023-05-25,0.70,0.70,0.00,4.0,51,17.3,16.2
2023-05-26,2.30,2.30,0.00,2.0,61,17.7,16.3
2023-05-27,0.00,0.00,0.00,0.0,3,17.7,22.8
2023-05-28,1.40,1.40,0.00,10.0,51,17.5,27.8
2023-05-29,0.60,0.60,0.00,6.0,51,18.2,23.7
2023-05-30,2.20,2.20,0.00,11.0,53,18.8,20.9
2023-05-31,9.80,9.80,0.00,8.0,63,19.2,13.0
2023-06-01,0.00,0.00,0.00,0.0,3,19.0,21.9
2023-06-02,0.00,0.00,0.00,0.0,3,19.7,27.8
2023-06-03,2.90,2.90,0.00,5.0,61,19.2,24.2
2023-06-04,6.10,6.10,0.00,12.0,61,18.8,24.4
2023-06-05,0.00,0.00,0.00,0.0,3,18.4,22.4
2023-06-06,0.00,0.00,0.00,0.0,3,19.1,27.1
2023-06-07,0.00,0.00,0.00,0.0,1,18.9,27.3
2023-06-08,0.00,0.00,0.00,0.0,3,19.3,25.3
2023-06-09,0.10,0.10,0.00,1.0,51,19.5,19.1
2023-06-10,0.00,0.00,0.00,0.0,3,19.2,13.5
2023-06-11,0.00,0.00,0.00,0.0,3,20.4,20.3
2023-06-12,1.40,1.40,0.00,6.0,53,19.4,28.0
2023-06-13,0.00,0.00,0.00,0.0,3,19.3,25.6
2023-06-14,1.50,1.50,0.00,11.0,51,19.8,18.5
2023-06-15,0.00,0.00,0.00,0.0,3,20.9,23.2
2023-06-16,0.00,0.00,0.00,0.0,3,22.1,24.6
2023-06-17,5.10,5.10,0.00,10.0,61,21.4,23.6
2023-06-18,1.50,1.50,0.00,5.0,55,21.2,19.1
2023-06-19,15.30,15.30,0.00,16.0,63,20.8,16.0
2023-06-20,10.00,10.00,0.00,16.0,63,20.8,16.7
2023-06-21,0.10,0.10,0.00,1.0,51,22.2,11.5
2023-06-22,0.10,0.10,0.00,1.0,51,22.6,18.3
2023-06-23,0.00,0.00,0.00,0.0,1,23.3,23.1
2023-06-24,0.00,0.00,0.00,0.0,0,23.8,22.4
2023-06-25,0.00,0.00,0.00,0.0,0,22.9,18.7
2023-06-26,0.10,0.10,0.00,1.0,51,23.2,17.4
2023-06-27,0.30,0.30,0.00,2.0,51,23.7,22.4
2023-06-28,0.00,0.00,0.00,0.0,0,24.2,15.2
2023-06-29,1.60,1.60,0.00,3.0,55,20.4,23.0
2023-06-30,0.00,0.00,0.00,0.0,3,20.8,14.0
2023-07-01,0.00,0.00,0.00,0.0,0,23.0,16.6
2023-07-02,0.00,0.00,0.00,0.0,0,25.1,12.2
2023-07-03,0.40,0.40,0.00,2.0,51,25.5,25.5
2023-07-04,0.00,0.00,0.00,0.0,0,25.1,23.6
2023-07-05,0.00,0.00,0.00,0.0,3,24.7,25.0
2023-07-06,1.00,1.00,0.00,2.0,53,25.7,22.9
2023-07-07,0.90,0.90,0.00,3.0,53,26.1,15.3
2023-07-08,21.60,21.60,0.00,19.0,63,22.5,23.0
2023-07-09,0.40,0.40,0.00,3.0,51,22.5,30.1
2023-07-10,0.00,0.00,0.00,0.0,0,23.5,9.9
2023-07-11,0.00,0.00,0.00,0.0,2,24.5,17.1
2023-07-12,0.30,0.30,0.00,1.0,51,26.5,14.3
2023-07-13,0.00,0.00,0.00,0.0,1,27.9,9.8
2023-07-14,0.00,0.00,0.00,0.0,3,29.1,20.3
2023-07-15,0.00,0.00,0.00,0.0,0,26.3,26.0
2023-07-16,0.00,0.00,0.00,0.0,0,24.6,25.3
2023-07-17,0.00,0.00,0.00,0.0,0,24.6,27.7
2023-07-18,0.00,0.00,0.00,0.0,0,24.7,24.8
2023-07-19,0.00,0.00,0.00,0.0,0,25.5,23.8
2023-07-20,0.00,0.00,0.00,0.0,2,27.9,11.0
2023-07-21,0.00,0.00,0.00,0.0,1,26.8,20.9
2023-07-22,0.00,0.00,0.00,0.0,3,28.3,13.8
2023-07-23,0.20,0.20,0.00,1.0,51,28.8,24.8
2023-07-24,0.00,0.00,0.00,0.0,1,26.0,22.7
2023-07-25,0.00,0.00,0.00,0.0,0,27.0,11.3
2023-07-26,0.00,0.00,0.00,0.0,0,30.6,17.1
2023-07-27,0.60,0.60,0.00,3.0,51,25.4,33.6
2023-07-28,0.00,0.00,0.00,0.0,1,22.4,21.2
2023-07-29,0.00,0.00,0.00,0.0,0,22.9,24.0
2023-07-30,0.00,0.00,0.00,0.0,1,23.5,24.2
2023-07-31,0.00,0.00,0.00,0.0,3,23.8,27.7
2023-08-01,0.60,0.60,0.00,5.0,51,24.7,21.0
2023-08-02,0.00,0.00,0.00,0.0,3,25.5,13.8
2023-08-03,0.00,0.00,0.00,0.0,3,29.0,20.0
2023-08-04,0.00,0.00,0.00,0.0,0,29.3,28.3
2023-08-05,0.00,0.00,0.00,0.0,3,27.2,19.4
2023-08-06,0.00,0.00,0.00,0.0,2,28.2,33.8
2023-08-07,0.00,0.00,0.00,0.0,2,27.3,20.4
2023-08-08,0.00,0.00,0.00,0.0,2,25.0,31.9
2023-08-09,0.00,0.00,0.00,0.0,3,23.4,32.4
2023-08-10,1.60,1.60,0.00,3.0,53,24.2,19.4
2023-08-11,1.50,1.50,0.00,8.0,53,23.1,24.3
2023-08-12,0.00,0.00,0.00,0.0,1,24.4,31.3
2023-08-13,0.30,0.30,0.00,2.0,51,25.0,38.7
2023-08-14,0.40,0.40,0.00,4.0,51,25.8,34.7
2023-08-15,0.10,0.10,0.00,1.0,51,26.4,17.5
2023-08-16,0.00,0.00,0.00,0.0,3,25.8,32.7
2023-08-17,0.00,0.00,0.00,0.0,2,26.1,32.4
2023-08-18,0.00,0.00,0.00,0.0,3,26.3,35.1
2023-08-19,0.00,0.00,0.00,0.0,2,25.7,37.4
2023-08-20,0.00,0.00,0.00,0.0,3,25.9,27.0
2023-08-21,0.00,0.00,0.00,0.0,3,26.3,23.8
2023-08-22,0.00,0.00,0.00,0.0,0,26.8,27.0
2023-08-23,0.00,0.00,0.00,0.0,0,26.2,30.0
2023-08-24,0.00,0.00,0.00,0.0,1,26.2,26.6
2023-08-25,0.00,0.00,0.00,0.0,1,26.0,29.1
2023-08-26,0.00,0.00,0.00,0.0,0,26.2,32.9
2023-08-27,0.00,0.00,0.00,0.0,3,25.5,30.5
2023-08-28,0.00,0.00,0.00,0.0,3,25.3,24.2
2023-08-29,0.00,0.00,0.00,0.0,0,25.7,22.8
2023-08-30,0.00,0.00,0.00,0.0,0,26.4,16.3
2023-08-31,0.00,0.00,0.00,0.0,3,27.3,15.7
2023-09-01,6.40,6.40,0.00,4.0,63,24.5,20.7
2023-09-02,0.40,0.40,0.00,1.0,51,25.1,28.7
2023-09-03,0.70,0.70,0.00,7.0,51,24.9,30.9
2023-09-04,0.80,0.80,0.00,2.0,53,24.2,25.3
2023-09-05,0.80,0.80,0.00,6.0,51,23.4,33.4
2023-09-06,0.10,0.10,0.00,1.0,51,24.2,33.9
2023-09-07,0.00,0.00,0.00,0.0,3,24.8,32.6
2023-09-08,0.10,0.10,0.00,1.0,51,23.8,32.8
2023-09-09,0.00,0.00,0.00,0.0,2,23.0,30.1
2023-09-10,0.00,0.00,0.00,0.0,1,22.9,31.1
2023-09-11,0.00,0.00,0.00,0.0,3,21.8,30.1
2023-09-12,0.00,0.00,0.00,0.0,1,21.6,23.3
2023-09-13,0.00,0.00,0.00,0.0,0,21.2,21.7
2023-09-14,0.00,0.00,0.00,0.0,2,21.9,21.4
2023-09-15,0.00,0.00,0.00,0.0,3,21.5,18.3
2023-09-16,0.00,0.00,0.00,0.0,3,22.1,26.6
2023-09-17,0.00,0.00,0.00,0.0,3,22.8,29.3
2023-09-18,0.00,0.00,0.00,0.0,3,21.8,31.1
2023-09-19,0.00,0.00,0.00,0.0,2,21.8,26.2
2023-09-20,0.00,0.00,0.00,0.0,3,20.4,20.2
2023-09-21,0.00,0.00,0.00,0.0,3,20.3,18.3
2023-09-22,0.00,0.00,0.00,0.0,2,21.5,12.0
2023-09-23,0.00,0.00,0.00,0.0,0,24.7,16.6
2023-09-24,0.00,0.00,0.00,0.0,0,23.3,23.7
2023-09-25,0.00,0.00,0.00,0.0,3,22.9,33.1
2023-09-26,0.00,0.00,0.00,0.0,3,22.9,33.1
2023-09-27,0.20,0.20,0.00,1.0,51,22.6,31.1
2023-09-28,13.80,13.80,0.00,14.0,63,20.9,21.4
2023-09-29,0.90,0.90,0.00,7.0,51,20.1,12.6
2023-09-30,19.70,19.70,0.00,15.0,63,19.3,12.9
2023-10-01,21.60,21.60,0.00,24.0,63,18.2,26.3
2023-10-02,3.90,3.90,0.00,12.0,53,19.0,25.7
2023-10-03,0.00,0.00,0.00,0.0,2,18.8,23.3
2023-10-04,0.00,0.00,0.00,0.0,1,17.6,15.3
2023-10-05,0.00,0.00,0.00,0.0,3,17.8,21.5
2023-10-06,0.00,0.00,0.00,0.0,3,18.8,19.2
2023-10-07,0.00,0.00,0.00,0.0,3,19.1,19.5
2023-10-08,0.00,0.00,0.00,0.0,0,18.0,19.6
2023-10-09,0.50,0.50,0.00,5.0,51,16.9,31.5
2023-10-10,0.00,0.00,0.00,0.0,3,15.6,17.6
2023-10-11,0.10,0.10,0.00,1.0,51,16.0,29.3
2023-10-12,0.00,0.00,0.00,0.0,1,17.5,20.1
2023-10-13,0.00,0.00,0.00,0.0,3,15.8,8.2
2023-10-14,0.00,0.00,0.00,0.0,3,17.4,18.3
2023-10-15,0.10,0.10,0.00,1.0,51,16.6,11.8
2023-10-16,4.10,4.10,0.00,11.0,53,16.1,30.0
2023-10-17,0.00,0.00,0.00,0.0,3,15.5,23.5
2023-10-18,12.40,12.40,0.00,21.0,61,14.8,22.2
2023-10-19,0.30,0.30,0.00,3.0,51,15.5,17.1
2023-10-20,0.00,0.00,0.00,0.0,0,18.3,27.1
2023-10-21,0.00,0.00,0.00,0.0,0,20.3,20.1
2023-10-22,0.00,0.00,0.00,0.0,3,19.3,11.2
2023-10-23,0.00,0.00,0.00,0.0,3,19.4,10.8
2023-10-24,0.00,0.00,0.00,0.0,3,18.6,11.5
2023-10-25,0.00,0.00,0.00,0.0,3,19.0,24.7
2023-10-26,0.00,0.00,0.00,0.0,3,22.1,29.6
2023-10-27,0.00,0.00,0.00,0.0,3,21.5,30.1
2023-10-28,0.00,0.00,0.00,0.0,3,22.0,32.0
2023-10-29,0.40,0.40,0.00,2.0,51,19.8,16.1
2023-10-30,0.00,0.00,0.00,0.0,3,19.5,21.9
2023-10-31,0.10,0.10,0.00,1.0,51,18.2,13.7
2023-11-01,0.00,0.00,0.00,0.0,3,19.5,18.9
2023-11-02,17.00,17.00,0.00,16.0,63,17.1,24.6
2023-11-03,0.70,0.70,0.00,5.0,51,19.7,34.0
2023-11-04,1.20,1.20,0.00,1.0,55,23.0,37.0
2023-11-05,8.70,8.70,0.00,2.0,63,19.7,33.3
2023-11-06,0.40,0.40,0.00,4.0,51,20.2,34.5
2023-11-07,0.20,0.20,0.00,2.0,51,18.7,10.0
2023-11-08,0.00,0.00,0.00,0.0,3,18.1,18.5
2023-11-09,10.70,10.70,0.00,7.0,63,14.5,25.0
2023-11-10,0.00,0.00,0.00,0.0,3,14.1,15.5
2023-11-11,12.90,12.90,0.00,9.0,63,18.4,44.6
2023-11-12,0.40,0.40,0.00,2.0,51,16.2,32.8
2023-11-13,27.60,27.60,0.00,16.0,63,14.4,26.7
2023-11-14,0.00,0.00,0.00,0.0,3,12.3,13.6
2023-11-15,0.40,0.40,0.00,2.0,51,16.5,24.2
2023-11-16,33.20,33.20,0.00,13.0,63,13.0,23.5
2023-11-17,0.00,0.00,0.00,0.0,3,12.6,18.7
2023-11-18,57.60,57.60,0.00,20.0,65,11.6,34.1
2023-11-19,26.20,24.90,0.91,18.0,73,5.5,31.1
2023-11-20,3.70,3.70,0.00,5.0,61,9.3,21.0
2023-11-21,0.10,0.10,0.00,1.0,51,12.7,16.7
2023-11-22,0.00,0.00,0.00,0.0,3,15.4,21.6
2023-11-23,4.40,4.40,0.00,12.0,53,12.6,20.8
2023-11-24,2.90,2.90,0.00,8.0,55,13.8,26.8
2023-11-25,0.20,0.20,0.00,2.0,51,16.6,38.5
2023-11-26,7.50,7.50,0.00,4.0,63,8.9,47.6
2023-11-27,0.00,0.00,0.00,0.0,3,4.3,22.7
2023-11-28,1.60,1.60,0.00,7.0,51,10.3,45.4
2023-11-29,30.60,30.60,0.00,20.0,63,14.3,52.9
2023-11-30,14.40,14.40,0.00,4.0,63,11.2,28.4
2023-12-01,0.00,0.00,0.00,0.0,3,15.6,33.3
2023-12-02,0.00,0.00,0.00,0.0,3,17.5,41.4
2023-12-03,0.00,0.00,0.00,0.0,3,18.1,40.0
2023-12-04,3.50,3.50,0.00,12.0,53,10.4,29.0
2023-12-05,0.00,0.00,0.00,0.0,3,10.3,23.0
2023-12-06,2.00,2.00,0.00,5.0,53,10.5,15.0
2023-12-07,4.30,4.30,0.00,17.0,53,10.4,15.4
2023-12-08,5.60,5.60,0.00,20.0,61,8.0,28.7
2023-12-09,13.00,13.00,0.00,23.0,63,6.7,30.6
2023-12-10,0.40,0.40,0.00,2.0,51,6.6,12.7
2023-12-11,0.00,0.00,0.00,0.0,3,7.8,12.7
2023-12-12,0.00,0.00,0.00,0.0,3,8.7,15.3
2023-12-13,0.00,0.00,0.00,0.0,3,9.4,12.1
2023-12-14,0.00,0.00,0.00,0.0,3,14.6,37.3
2023-12-15,7.10,7.10,0.00,7.0,61,11.8,28.0
2023-12-16,23.30,23.30,0.00,24.0,63,8.1,39.0
2023-12-17,3.30,3.30,0.00,4.0,55,6.6,30.8
2023-12-18,0.00,0.00,0.00,0.0,2,5.8,9.0
2023-12-19,0.00,0.00,0.00,0.0,3,7.3,10.7
2023-12-20,0.00,0.00,0.00,0.0,3,6.8,13.3
2023-12-21,2.30,2.30,0.00,9.0,53,9.9,16.1
2023-12-22,9.30,9.30,0.00,13.0,63,9.7,30.0
2023-12-23,1.40,1.40,0.00,1.0,61,9.6,38.5
2023-12-24,0.80,0.80,0.00,1.0,53,11.6,28.3
2023-12-25,0.00,0.00,0.00,0.0,3,13.1,23.9
2023-12-26,0.00,0.00,0.00,0.0,0,13.2,21.3
2023-12-27,0.20,0.20,0.00,2.0,51,12.8,22.1
2023-12-28,0.00,0.00,0.00,0.0,3,9.0,10.9
2023-12-29,0.00,0.00,0.00,0.0,3,7.8,14.5
2023-12-30,0.00,0.00,0.00,0.0,3,9.2,11.5
2023-12-31,0.30,0.30,0.00,3.0,51,10.6,10.6
2024-01-01,0.00,0.00,0.00,0.0,3,11.3,20.6
2024-01-02,6.90,6.90,0.00,6.0,61,11.2,23.4
2024-01-03,2.50,2.50,0.00,5.0,53,10.9,23.4
2024-01-04,0.40,0.40,0.00,2.0,51,12.7,23.9
2024-01-05,1.40,1.40,0.00,4.0,53,10.9,28.9
2024-01-06,0.00,0.00,0.00,0.0,3,11.1,17.3
2024-01-07,3.20,3.20,0.00,2.0,61,12.6,37.7
2024-01-08,1.60,1.60,0.00,3.0,61,12.0,37.8
2024-01-09,17.70,17.60,0.07,17.0,71,4.5,33.0
2024-01-10,13.40,13.40,0.00,18.0,61,4.5,34.8
2024-01-11,0.00,0.00,0.00,0.0,3,4.2,19.0
2024-01-12,0.50,0.50,0.00,5.0,51,2.7,27.0
2024-01-13,0.00,0.00,0.00,0.0,3,1.8,24.0
2024-01-14,0.00,0.00,0.00,0.0,3,2.8,21.9
2024-01-15,0.00,0.00,0.00,0.0,3,9.2,30.3
2024-01-16,10.40,10.40,0.00,14.0,63,10.2,31.3
2024-01-17,0.00,0.00,0.00,0.0,3,7.3,13.0
2024-01-18,0.60,0.60,0.00,3.0,51,11.8,34.7
